age,education_num,hours_per_week,occupation_prestige,sex,income_high
42,10,45,0.434,1,1
46,13,53,0.498,1,1
54,12,52,0.803,1,1
51,12,42,0.229,1,1
35,13,39,0.39,0,0
33,13,20,0.222,0,0
44,8,42,0.602,1,0
43,8,17,0.56,0,0
46,10,51,0.442,1,1
27,10,39,0.289,1,0
43,12,41,0.334,1,0
44,7,51,0.844,1,1
45,13,42,0.622,1,1
25,11,23,0.0,0,0
39,8,41,0.442,0,1
35,11,44,0.0,0,0
53,7,43,0.517,1,0
56,9,59,0.527,1,0
17,12,61,0.479,1,1
25,11,74,0.42,1,1
38,11,44,0.603,1,0
47,13,46,0.567,1,0
51,9,31,0.841,1,1
17,10,40,0.966,1,1
41,7,55,0.417,1,0
28,14,41,0.557,1,0
41,9,51,0.71,1,0
48,14,54,0.626,1,0
47,8,60,0.454,0,1
54,9,31,0.271,0,0
55,8,36,0.86,0,0
34,10,42,0.443,1,0
17,11,53,0.719,0,0
32,8,27,0.164,0,0
42,15,48,0.749,1,0
49,8,53,0.453,1,0
17,11,52,0.315,1,0
27,4,51,0.422,0,0
35,9,38,0.505,0,1
31,10,53,0.657,1,1
28,15,18,0.57,1,0
37,16,43,0.513,1,1
50,7,29,0.519,0,0
48,12,68,0.361,1,0
31,11,29,0.18,1,1
32,12,47,0.699,1,0
44,8,27,0.341,0,1
41,7,49,0.437,0,0
37,13,56,0.576,1,1
47,14,36,0.711,1,1
44,8,31,0.342,0,0
65,12,36,0.812,1,1
50,7,55,0.374,1,0
38,11,48,0.338,0,1
36,14,60,0.606,1,1
60,16,38,0.517,1,1
30,12,63,0.534,1,0
48,9,26,0.295,0,0
61,10,50,0.839,1,1
44,11,26,0.07,0,0
38,10,31,0.113,0,0
26,14,44,0.551,1,0
37,11,25,0.55,1,0
53,13,40,0.601,0,1
41,12,38,0.492,1,0
49,11,47,0.629,0,1
63,6,39,0.635,0,0
31,11,57,0.396,1,0
45,11,34,0.505,1,0
72,9,43,0.484,1,0
31,16,42,0.327,1,1
52,5,24,0.619,0,0
46,7,34,0.726,1,0
36,11,42,0.484,1,1
38,13,34,0.563,1,0
27,12,53,0.152,1,0
56,7,51,0.637,0,1
56,10,57,0.966,1,1
33,15,54,0.316,1,0
47,12,60,0.436,1,1
52,10,37,0.292,0,0
26,7,41,0.45,0,0
17,11,61,0.46,1,1
33,8,50,0.534,0,0
53,10,27,0.746,1,1
50,10,55,0.518,1,1
34,9,52,0.061,0,0
32,11,58,0.471,1,1
46,11,50,0.715,1,1
49,15,29,0.148,0,0
36,13,60,1.0,1,1
50,12,51,0.664,1,0
43,12,44,0.483,0,0
41,9,27,0.578,0,0
18,11,31,0.321,1,0
56,8,50,0.659,1,0
45,10,37,0.722,1,0
31,8,47,0.412,1,1
45,9,49,0.589,1,0
37,11,35,0.662,1,0
54,9,35,0.733,1,1
32,16,28,0.16,0,0
31,11,57,0.303,0,0
33,5,39,0.746,1,0
33,7,47,0.724,1,0
53,11,40,0.812,1,1
18,11,45,0.353,0,0
32,16,32,0.781,1,1
39,8,39,0.896,1,1
38,8,43,0.195,0,0
62,10,49,0.69,0,1
43,12,33,0.449,1,0
17,10,43,0.395,1,1
25,12,32,0.278,1,0
32,7,49,0.67,1,1
36,11,20,0.177,0,0
34,9,38,0.126,1,0
42,12,42,0.314,1,1
47,14,39,0.686,1,1
34,12,42,0.331,1,1
27,11,30,0.629,0,0
38,11,11,0.456,1,0
39,10,47,0.367,0,0
41,13,38,0.703,1,1
38,11,41,0.401,1,1
85,10,51,0.271,1,1
48,12,16,0.251,0,0
17,12,48,0.401,0,0
23,12,33,0.76,1,0
32,11,41,0.542,1,1
45,10,28,0.287,1,0
31,11,48,0.427,0,0
37,12,36,0.448,0,0
43,7,46,0.563,1,1
41,9,38,0.365,1,0
48,10,39,0.438,1,1
37,13,43,0.489,1,0
49,6,48,0.363,0,1
33,11,53,0.486,1,1
42,8,58,0.403,0,1
29,8,43,0.355,1,1
55,13,50,0.7,1,1
60,12,40,0.0,0,1
36,14,31,0.673,1,0
39,12,35,0.618,0,0
19,14,26,0.854,1,0
35,12,48,0.479,1,0
42,9,46,0.581,1,0
37,15,58,0.457,1,1
23,12,36,0.0,0,0
53,11,47,0.467,0,0
40,9,44,0.816,1,0
17,14,46,0.618,1,0
26,11,48,0.557,1,0
22,13,55,0.664,1,1
20,13,57,0.405,1,0
35,8,34,0.297,0,1
25,9,30,0.349,0,0
21,11,48,0.824,1,1
40,9,59,0.365,1,0
32,15,36,0.396,1,1
31,12,41,0.496,1,1
27,9,45,0.458,0,1
36,11,44,0.498,1,1
29,11,36,0.325,0,0
45,6,47,0.55,1,0
34,11,32,0.303,0,0
37,12,38,0.543,1,0
59,8,58,0.497,1,0
18,10,57,0.329,1,1
51,8,31,0.147,0,0
38,11,65,0.267,1,1
51,11,19,0.357,0,1
46,16,67,0.729,1,1
47,11,39,0.531,1,1
66,11,48,0.712,1,0
43,13,32,0.57,1,1
17,14,37,0.793,1,1
62,12,28,0.723,1,0
27,6,27,0.218,0,0
40,11,52,0.66,1,1
42,15,43,0.878,1,1
44,10,57,0.92,1,1
42,10,49,0.237,0,1
24,10,34,0.65,1,0
42,13,33,0.692,1,1
17,9,41,0.163,0,1
59,10,35,0.473,1,1
40,16,39,0.832,1,1
17,9,22,0.756,1,0
33,11,10,0.408,0,0
38,11,55,0.429,0,1
41,8,37,0.127,0,0
37,13,36,0.831,1,0
43,11,34,0.526,1,1
18,6,40,0.77,1,0
34,13,41,0.654,1,0
33,12,55,0.596,1,0
38,10,42,0.55,0,1
24,4,30,0.042,0,0
46,12,47,0.304,0,0
51,5,36,0.471,1,1
46,7,61,0.446,1,0
27,9,49,0.442,1,0
40,15,50,0.726,1,1
29,10,38,0.331,1,0
19,16,35,0.723,0,0
56,10,43,0.36,1,1
17,13,29,0.492,1,0
43,8,55,0.549,1,0
45,13,50,0.253,1,1
26,8,20,0.402,0,0
41,16,24,0.535,0,1
22,9,62,0.651,1,0
35,11,44,0.609,1,0
35,11,51,0.654,1,1
36,5,51,0.371,0,0
27,15,30,0.499,1,1
17,8,36,0.675,0,0
56,11,37,0.27,0,0
39,14,42,0.297,1,0
56,9,54,0.626,1,1
46,12,49,0.736,0,1
50,7,18,0.49,1,0
42,13,58,0.679,1,1
29,16,50,0.575,1,1
35,11,33,0.689,1,1
17,11,58,0.726,1,1
36,12,29,0.769,1,1
38,12,41,0.167,0,0
35,8,36,0.391,1,0
77,10,37,0.513,1,0
46,16,28,0.569,0,1
40,9,46,0.806,1,0
49,9,47,0.734,1,0
48,13,50,0.0,0,0
36,10,32,0.553,0,0
32,12,49,0.206,1,0
47,9,38,0.613,1,0
30,11,43,0.58,1,0
42,12,44,0.628,0,0
40,14,42,0.462,1,0
25,10,22,0.504,1,0
49,16,22,0.498,1,0
48,10,50,0.534,1,0
48,8,33,0.453,0,1
41,12,41,0.26,1,0
35,12,60,0.984,1,1
35,16,42,0.875,1,1
37,12,44,0.653,1,0
40,11,51,0.495,1,1
54,13,68,0.377,1,0
24,7,15,0.561,0,0
50,12,9,0.65,0,0
24,16,48,0.677,1,0
62,11,41,0.508,1,0
35,4,64,0.6,1,0
52,11,28,0.396,1,1
60,12,56,0.434,1,1
29,12,27,0.522,0,0
40,13,36,0.458,1,1
31,8,58,0.83,1,1
70,15,26,0.514,1,1
26,6,41,0.453,1,0
17,12,21,0.484,0,0
52,10,49,0.408,1,0
36,14,32,0.714,1,1
42,12,31,0.72,1,1
30,10,33,0.706,1,0
41,13,43,0.32,1,1
44,10,42,0.6,1,0
46,9,37,0.758,1,1
57,7,12,0.358,0,0
56,10,49,0.211,1,0
50,10,40,0.025,0,0
40,9,51,0.704,1,0
35,12,16,0.386,0,0
48,11,46,0.669,1,1
43,8,45,0.328,1,1
44,5,21,0.527,0,0
53,6,26,0.623,0,1
30,10,37,0.504,1,0
34,7,38,0.362,0,0
24,11,64,0.451,1,0
39,11,37,0.372,0,0
43,13,58,0.317,1,1
44,13,23,0.475,0,0
27,14,50,0.83,1,1
32,12,46,0.342,1,1
58,9,36,0.306,0,1
48,10,35,0.636,1,0
20,9,41,0.496,1,0
45,16,26,0.667,1,1
54,11,81,0.557,1,1
54,12,35,0.493,1,1
48,10,31,0.219,0,0
39,8,43,0.21,0,0
39,4,49,0.126,1,0
29,12,37,0.843,1,1
28,11,27,0.528,0,0
40,13,59,0.737,1,1
50,12,44,0.518,1,0
34,12,51,0.321,1,1
66,13,39,0.54,1,0
44,9,46,0.451,0,1
43,10,22,0.536,0,0
37,10,39,0.453,0,0
17,9,45,0.793,0,0
48,14,35,0.865,1,1
48,12,31,0.535,1,1
17,12,54,0.632,1,0
57,16,51,0.682,1,1
28,12,55,0.42,0,0
34,8,44,0.538,1,0
45,14,56,0.675,1,0
23,11,39,0.353,0,0
49,10,48,0.644,1,0
57,10,20,0.614,1,0
42,12,41,0.488,1,1
44,8,51,0.746,1,0
65,8,47,0.662,1,1
44,10,49,0.361,1,1
46,8,38,0.318,0,1
74,10,33,0.525,0,0
28,7,20,0.0,0,0
42,9,15,0.447,0,0
55,10,40,0.533,1,0
31,9,31,0.639,1,0
17,13,47,0.459,0,1
27,13,53,0.158,1,0
44,9,57,0.73,1,1
52,14,32,0.816,1,1
43,11,50,0.32,1,1
38,10,36,0.525,1,0
51,13,26,0.605,1,1
38,15,50,0.63,1,0
52,14,64,0.59,1,1
37,10,51,0.226,0,0
32,14,57,0.905,1,1
48,8,19,0.618,0,0
64,10,21,0.401,0,1
49,12,30,0.316,1,1
30,13,30,0.655,1,1
38,10,62,0.735,1,1
22,12,48,0.631,1,1
34,10,38,0.364,0,0
40,11,46,0.519,1,0
34,12,37,0.208,0,0
25,15,44,0.409,1,0
42,6,18,0.503,0,0
39,10,52,0.491,0,1
62,7,41,0.572,0,1
30,11,32,0.338,0,0
18,12,52,0.683,1,0
23,16,44,0.72,1,1
61,12,52,0.15,1,1
26,16,45,0.452,1,1
40,15,14,0.751,1,1
34,14,49,0.821,1,1
27,11,69,0.746,1,0
47,6,59,0.592,1,1
28,11,51,0.517,1,1
18,12,47,0.306,1,1
39,12,30,0.67,1,1
20,10,37,0.518,1,0
25,14,46,0.369,1,0
52,11,36,0.783,1,0
51,13,25,0.288,0,1
31,16,30,0.431,0,1
60,12,54,0.373,1,1
45,10,32,0.147,0,1
17,14,51,0.491,1,1
47,12,45,0.399,0,1
33,12,27,0.362,1,0
25,12,52,0.726,1,0
36,11,39,0.325,0,1
42,13,63,0.443,0,1
56,9,55,0.571,1,0
69,10,44,0.606,1,1
45,16,34,0.547,1,1
56,11,31,0.431,1,0
45,9,50,0.346,0,0
42,9,45,0.675,1,0
44,7,41,0.576,1,0
29,12,51,0.702,1,1
41,12,57,0.721,1,1
38,9,37,0.055,0,0
30,8,55,0.536,0,1
55,8,37,0.601,1,1
36,12,19,0.277,0,0
35,9,51,0.46,1,0
64,16,51,0.381,1,1
29,10,41,0.589,0,1
32,10,63,0.276,1,1
32,12,47,0.308,0,1
63,12,52,0.416,1,1
27,8,50,0.847,1,1
34,8,37,0.243,0,1
36,10,34,0.008,0,1
26,8,44,0.572,0,0
49,15,53,0.258,1,1
40,10,46,0.505,1,1
65,10,60,0.818,1,1
36,8,53,0.616,1,0
53,7,70,0.577,0,1
36,14,29,0.701,0,1
29,9,36,0.122,0,0
29,14,45,0.463,0,1
27,12,48,0.792,1,0
53,7,3,0.168,0,0
38,12,28,0.503,0,1
19,14,45,1.0,1,0
37,15,42,0.7,1,1
34,12,62,0.483,1,0
41,14,42,0.546,1,1
28,11,45,0.053,0,0
72,12,22,0.448,0,1
52,9,54,0.509,1,1
17,10,30,0.509,1,0
53,8,43,0.392,0,0
39,15,29,0.524,0,1
47,16,33,0.92,1,1
23,10,27,0.645,0,0
18,11,60,0.721,1,1
36,12,55,0.816,1,0
27,13,63,0.63,1,1
63,15,42,0.853,1,1
43,9,44,0.72,1,1
46,7,41,0.502,0,0
46,9,24,0.353,0,0
47,11,38,0.25,0,0
38,8,33,0.41,0,1
23,8,30,0.509,0,0
32,10,26,0.336,0,1
35,5,39,0.375,1,0
28,9,31,0.331,0,0
17,13,24,0.798,0,1
30,13,43,0.706,1,0
44,11,49,0.496,1,0
39,11,43,0.412,1,0
38,13,29,0.268,0,0
51,13,44,0.381,1,0
47,11,36,0.447,1,0
25,8,38,0.53,0,0
32,9,20,0.509,1,0
51,11,31,0.434,1,1
38,9,23,0.441,1,0
40,15,55,0.466,1,1
27,14,14,0.287,0,0
54,10,23,0.616,0,0
59,13,54,0.729,1,0
30,15,34,0.424,1,1
62,9,41,0.737,0,1
53,11,31,0.493,0,0
48,11,58,0.486,0,0
18,8,42,0.199,0,0
52,16,45,0.669,1,1
52,12,53,0.409,1,0
40,16,37,0.563,1,1
65,12,18,0.481,0,0
41,13,42,0.547,1,1
60,6,30,0.491,0,0
51,13,13,0.442,0,0
52,7,33,0.382,0,0
22,16,31,0.566,1,1
45,12,50,0.67,1,1
27,12,37,0.342,1,1
22,10,43,0.138,0,0
17,7,38,0.221,1,1
41,11,52,0.301,0,0
17,11,44,0.53,1,1
46,10,41,0.132,0,0
58,11,53,0.326,1,0
23,15,48,0.826,1,1
62,14,43,0.464,1,1
53,15,50,0.765,1,0
24,11,32,0.295,1,0
22,12,47,0.428,1,0
48,10,33,0.653,1,1
29,11,47,0.624,1,1
53,9,43,0.226,0,0
46,8,32,0.59,0,0
33,15,31,0.728,1,0
38,4,28,0.62,1,0
37,11,24,0.807,1,0
48,14,53,0.879,1,1
63,11,46,0.901,1,1
28,10,30,0.29,0,0
23,8,51,0.49,0,0
45,15,49,0.345,1,0
34,16,51,0.34,1,1
17,8,50,0.464,0,0
44,9,14,0.72,1,0
30,11,59,0.509,1,0
25,13,26,0.411,1,0
22,8,50,0.676,1,0
42,11,43,0.172,0,1
24,11,33,0.57,0,0
25,5,41,0.568,0,0
35,12,39,0.769,1,0
59,12,42,0.846,1,1
42,9,46,0.69,1,0
36,9,41,0.594,1,0
51,12,62,0.603,1,0
60,11,40,0.02,0,1
21,16,35,0.502,1,0
44,10,49,0.49,0,1
53,9,48,0.033,1,0
17,10,51,0.44,0,0
47,9,37,0.413,0,0
42,15,50,0.638,1,1
46,9,37,0.591,1,0
19,10,40,0.456,1,0
24,11,49,0.135,0,0
41,13,53,0.234,1,0
17,8,40,0.065,0,0
48,9,53,0.625,1,0
47,11,38,0.794,1,1
26,8,52,0.373,0,0
58,11,47,0.517,1,1
37,12,34,0.533,0,1
29,9,38,0.608,0,0
17,11,41,0.703,0,1
45,10,38,0.683,1,1
17,11,37,0.291,0,0
34,8,45,0.379,1,0
34,9,22,0.681,1,0
66,8,31,0.559,0,0
37,13,43,0.554,1,1
43,8,52,0.315,1,0
61,11,36,0.702,1,0
39,14,43,0.495,1,1
36,12,56,0.588,1,1
33,11,47,0.456,1,1
17,12,43,0.621,1,0
30,14,38,0.353,1,1
53,9,47,0.399,1,0
45,16,59,0.34,0,1
31,15,48,0.471,1,1
33,14,44,0.415,0,1
17,4,46,0.459,0,0
56,9,33,0.199,0,0
37,13,45,0.736,1,0
51,14,47,0.761,1,1
59,7,47,0.892,1,1
60,16,61,0.558,0,1
62,7,43,0.584,0,0
44,15,52,0.641,1,0
22,13,33,0.493,0,0
45,14,29,0.753,1,1
57,8,34,0.237,0,0
20,14,42,0.704,1,0
41,12,52,0.618,1,0
33,7,42,0.499,0,1
44,11,64,1.0,1,1
42,14,42,0.349,1,1
29,12,43,0.568,1,0
57,13,65,0.274,1,1
48,16,26,0.408,1,1
32,11,46,0.624,1,1
20,12,54,0.722,1,1
37,6,43,0.297,0,1
21,10,40,0.607,0,0
43,14,35,0.604,1,0
24,15,40,0.54,1,0
26,8,44,0.53,0,0
44,13,30,0.778,1,1
47,13,50,0.239,1,1
48,13,27,0.395,0,1
55,14,42,0.523,0,0
33,13,61,0.349,1,1
44,9,31,0.358,0,0
56,12,50,0.66,1,1
51,12,39,0.847,1,0
32,12,52,1.0,1,1
45,8,29,0.644,1,1
72,12,42,0.62,1,0
44,10,30,0.131,1,0
43,11,61,0.437,1,0
37,11,66,0.407,1,1
35,13,21,0.395,0,1
34,9,38,0.511,0,0
26,9,24,0.088,0,0
51,7,41,0.4,1,0
38,13,48,0.585,1,1
36,16,37,0.617,1,1
17,13,39,1.0,0,1
24,13,43,0.713,0,0
56,12,44,0.47,0,1
55,12,30,0.495,0,0
17,13,44,0.719,1,1
52,13,37,0.471,0,0
42,6,51,0.861,1,0
17,5,22,0.519,0,0
50,10,53,0.67,1,1
42,12,50,0.569,1,1
37,10,24,0.409,0,0
29,9,45,0.377,1,1
54,8,45,0.914,1,1
17,9,52,0.269,0,1
24,10,43,0.688,1,1
70,12,24,0.507,1,1
29,9,40,0.348,0,0
27,7,32,0.356,0,0
35,11,51,0.613,1,0
38,13,33,0.528,1,1
52,16,39,0.782,1,1
20,12,46,0.55,1,1
29,15,36,0.854,1,0
28,9,54,0.553,0,0
64,9,46,0.52,0,0
51,11,52,0.402,1,1
55,10,28,0.332,0,1
17,10,48,0.388,1,1
28,6,31,0.553,0,1
50,13,62,0.5,1,1
23,11,35,0.364,1,1
34,13,22,0.568,1,0
37,11,37,0.265,1,0
40,8,21,0.572,0,0
22,9,36,0.598,1,1
35,14,50,0.346,1,1
24,12,56,0.478,1,1
45,9,48,0.365,0,0
55,9,27,0.284,0,0
57,11,18,0.658,0,0
64,10,36,0.301,1,0
34,11,44,0.685,1,0
43,10,22,0.04,1,0
63,15,36,0.427,1,0
17,7,44,0.334,0,0
42,16,35,0.548,1,1
24,11,40,0.367,1,0
42,10,40,0.441,1,0
34,11,26,0.653,0,0
37,15,37,0.627,1,0
37,12,37,0.647,1,0
50,11,35,0.553,1,0
38,11,50,0.541,1,1
48,13,36,0.774,1,1
38,9,47,0.58,1,1
35,13,27,0.107,0,1
48,13,36,0.453,1,0
48,13,49,0.512,1,1
32,7,36,0.764,0,0
46,8,43,0.574,1,0
49,11,33,0.7,1,0
43,16,44,0.587,1,0
30,6,52,0.304,0,0
19,10,45,0.833,1,0
52,14,32,0.152,1,1
33,13,47,0.76,1,1
34,11,34,0.332,0,1
34,12,54,0.676,1,0
21,11,26,0.453,0,0
42,13,45,0.363,0,0
35,13,45,0.649,0,1
65,9,56,0.587,1,1
41,10,45,0.621,1,0
34,11,36,0.505,0,0
43,13,33,0.745,0,0
29,10,49,0.46,0,0
35,10,38,0.503,0,0
33,9,21,0.504,1,0
57,11,39,0.478,1,0
25,9,59,0.556,1,1
53,7,36,0.196,0,0
73,13,25,0.301,0,1
38,11,53,0.903,1,0
40,13,47,0.315,1,0
33,6,41,0.417,1,0
45,14,58,0.479,1,1
45,11,50,0.551,1,1
31,13,45,0.838,1,1
48,12,20,0.281,0,1
46,12,31,0.501,0,0
35,8,43,0.571,1,0
47,10,66,0.543,1,1
38,8,23,0.35,0,0
46,12,49,0.649,1,0
33,10,30,0.746,0,1
40,8,56,0.443,1,1
38,10,35,0.419,1,0
41,13,43,0.536,1,0
28,10,48,0.521,1,1
30,15,35,0.374,0,0
34,9,23,0.611,0,0
76,10,48,0.532,0,1
54,10,29,0.447,0,0
40,12,42,0.529,0,0
48,5,20,0.598,0,0
30,8,41,0.167,0,0
41,11,52,0.776,1,1
19,13,51,0.527,1,1
28,8,50,0.189,0,0
38,11,24,0.483,0,1
36,10,46,0.376,0,0
41,13,24,0.544,0,0
45,12,31,0.233,1,0
26,7,37,0.711,1,1
42,12,40,0.566,0,1
46,7,50,0.675,1,1
50,11,37,0.589,1,1
17,10,54,0.557,1,1
53,10,50,0.578,1,1
32,8,37,0.293,1,0
56,7,41,0.394,0,0
57,12,51,0.565,1,1
32,11,30,0.605,1,0
51,14,44,0.575,1,1
48,10,53,0.441,0,1
40,10,51,0.63,1,0
23,9,40,0.423,0,0
36,11,50,0.457,0,0
35,13,50,0.605,1,0
30,12,23,0.354,0,0
38,11,37,0.354,0,0
53,13,29,0.591,0,0
51,7,33,0.261,0,0
23,12,41,0.511,1,1
31,3,27,0.193,0,0
35,9,48,0.754,1,0
38,16,34,0.663,1,0
17,14,43,0.939,1,0
64,11,26,0.411,1,0
37,10,42,0.733,0,1
39,7,28,0.099,1,1
58,10,54,0.578,0,1
44,10,60,0.499,1,0
20,11,32,0.178,0,0
17,12,44,0.552,1,0
69,7,40,0.345,0,0
29,12,50,0.509,1,1
37,12,28,0.446,1,1
37,12,29,0.285,1,1
61,11,31,0.708,1,0
52,6,50,0.643,1,0
40,16,57,0.869,1,1
55,15,54,0.576,1,1
48,8,44,0.223,0,0
31,9,38,0.656,0,0
32,11,49,0.414,1,0
54,13,54,0.621,1,1
58,8,67,0.624,1,1
63,16,52,0.622,1,1
45,6,35,0.429,1,1
50,11,44,0.629,0,0
32,9,20,0.741,0,0
46,11,43,0.709,1,1
44,13,38,0.292,1,1
41,8,50,0.358,0,0
39,10,57,0.789,1,0
40,10,32,0.602,1,0
46,7,38,0.35,0,0
32,10,23,0.551,0,0
44,9,40,0.448,1,0
30,14,51,0.715,1,1
65,12,34,0.057,1,1
39,8,33,0.451,0,0
46,14,30,0.355,0,1
42,7,38,0.296,1,0
68,14,35,0.384,1,1
33,11,30,0.739,1,0
17,10,38,0.776,0,1
31,13,37,0.369,0,0
41,11,42,0.546,1,0
42,16,35,0.21,1,1
17,11,42,0.41,1,0
52,14,45,0.613,1,0
28,13,28,0.09,0,0
30,12,38,0.834,1,0
44,14,37,0.273,1,0
50,11,48,0.861,1,1
35,8,41,0.665,1,0
38,14,50,0.448,1,0
26,10,42,0.683,1,0
23,9,40,0.509,0,0
29,10,38,0.392,0,0
66,10,34,0.462,1,1
38,10,32,0.367,0,1
50,13,48,0.519,1,0
35,9,42,0.72,1,0
37,9,58,0.558,0,0
21,8,19,0.319,0,1
42,10,39,0.66,1,1
34,14,45,0.596,1,1
21,12,37,0.451,1,0
50,14,28,0.403,0,1
35,9,32,0.634,1,0
24,8,19,0.356,0,0
27,5,45,0.4,0,0
45,13,61,0.873,1,1
30,15,38,0.479,1,1
17,5,36,0.749,1,0
61,13,44,0.522,1,1
19,6,43,0.515,1,0
46,13,11,0.652,0,0
47,13,54,0.477,0,1
57,8,43,0.425,1,0
32,11,32,0.472,1,1
34,15,45,0.44,1,1
55,14,63,0.35,1,1
53,10,24,1.0,1,1
54,13,36,0.672,1,0
42,15,57,0.582,1,1
40,13,32,0.48,1,1
42,15,50,0.927,1,1
58,15,38,0.513,1,0
28,13,24,0.804,0,0
26,12,17,0.577,1,0
53,11,43,0.404,1,0
41,10,54,0.578,1,0
33,12,25,0.85,1,0
43,11,55,0.372,1,0
45,9,36,0.829,1,1
52,11,55,0.157,1,0
44,10,43,0.489,0,0
43,10,45,0.764,1,0
79,4,28,0.0,0,1
37,10,65,0.608,1,1
17,9,48,0.452,1,0
37,9,53,0.575,1,0
40,14,47,0.649,1,1
44,12,18,0.526,1,0
41,13,50,0.637,1,0
50,10,32,0.34,1,0
44,14,45,0.748,1,1
47,8,42,0.149,0,0
34,10,27,0.426,1,0
47,10,48,0.536,1,1
43,10,41,0.475,1,1
35,10,27,0.975,1,0
37,10,35,0.405,0,0
58,11,64,0.546,0,1
45,11,51,0.385,1,0
37,13,44,0.667,1,1
30,11,43,0.428,1,1
40,9,58,0.118,1,1
21,8,45,0.312,0,0
47,13,33,0.333,1,0
19,10,31,0.507,1,0
29,14,55,0.77,1,1
18,14,61,0.74,1,1
53,6,30,0.496,1,0
17,10,12,0.497,0,0
17,8,25,0.467,0,1
37,11,33,0.414,1,0
41,12,34,0.853,1,0
32,9,40,0.471,1,0
52,9,44,0.484,1,0
49,8,34,0.556,0,0
47,10,20,0.423,0,0
49,14,38,0.367,1,1
35,9,34,0.512,1,0
39,9,42,0.12,1,0
59,12,52,0.545,1,1
54,7,33,0.582,1,0
46,15,20,0.545,0,0
33,9,61,0.626,1,0
54,12,38,0.657,0,0
36,12,48,0.465,1,0
25,10,34,0.59,0,0
44,11,31,0.559,1,0
68,11,40,0.567,1,1
74,10,54,0.283,1,1
38,7,41,0.569,1,1
48,16,28,0.44,1,1
23,13,32,0.624,1,0
55,8,44,0.392,1,1
52,13,58,0.507,1,0
21,14,12,0.499,0,0
40,11,66,0.168,0,1
46,13,50,0.753,0,0
48,11,42,0.637,1,1
37,11,51,0.514,0,0
40,13,49,0.373,0,1
65,13,47,0.51,1,1
37,14,29,0.887,1,1
50,16,46,0.807,1,1
48,6,49,0.427,0,0
34,16,52,0.476,1,1
32,13,47,0.751,0,1
30,11,52,0.377,1,1
40,12,25,0.421,1,0
59,10,34,0.504,1,1
32,6,60,0.945,1,0
31,10,31,0.537,1,0
38,8,52,0.705,1,0
35,14,48,0.663,1,1
34,11,53,0.403,0,0
61,9,46,0.328,0,0
57,9,35,0.127,0,0
30,14,28,0.382,1,0
63,10,47,0.372,0,1
64,10,34,0.886,1,1
22,14,44,0.818,1,0
54,8,35,0.227,1,0
46,10,50,0.231,1,0
47,9,35,0.27,0,0
34,13,36,0.376,0,0
22,7,33,0.497,0,1
38,9,40,0.343,0,0
54,11,42,0.287,1,1
23,12,32,0.236,0,0
45,12,44,0.314,1,0
42,9,71,0.58,1,0
17,9,15,0.324,0,0
51,7,37,0.58,0,0
26,10,49,0.143,0,0
17,14,32,0.499,1,0
58,15,30,0.305,0,1
41,10,24,0.496,1,0
63,16,48,0.695,1,1
26,7,26,0.538,0,0
30,10,41,0.787,1,1
25,10,40,0.749,1,0
20,10,52,0.693,1,1
41,12,52,0.4,0,0
34,11,43,0.628,1,0
51,6,37,0.349,0,0
43,15,51,1.0,1,1
52,12,42,0.507,0,0
59,12,49,0.446,1,1
48,12,36,0.535,1,1
47,10,35,0.689,1,0
39,12,35,0.626,1,0
34,12,44,0.516,0,0
29,13,44,0.271,1,0
51,11,51,0.159,1,1
55,13,29,0.67,1,0
33,13,32,0.042,0,0
60,8,41,0.588,0,1
47,14,32,0.576,1,1
23,8,14,0.558,1,0
54,13,37,0.803,1,1
34,10,43,0.408,0,0
64,8,49,0.642,1,1
44,6,37,0.499,0,0
43,13,56,0.831,1,1
18,13,51,0.257,1,1
55,9,54,0.58,1,1
61,10,17,0.597,1,1
30,16,42,0.538,1,1
46,13,18,0.6,1,1
48,10,29,0.518,0,0
34,9,42,0.461,0,0
33,9,48,0.423,1,1
31,9,17,0.804,1,1
43,14,51,0.478,1,1
39,15,43,0.497,1,1
52,11,28,0.459,0,0
53,3,27,0.82,1,0
17,10,45,0.19,0,0
35,11,32,0.301,0,0
37,12,33,0.815,1,1
51,9,39,0.238,0,1
38,13,18,0.854,1,0
53,8,11,0.295,0,0
32,11,27,0.414,0,0
29,12,60,0.58,1,1
45,13,33,0.688,1,1
22,10,35,0.635,1,0
41,14,52,0.358,1,1
37,11,45,0.324,1,1
27,13,44,0.416,1,0
34,6,27,0.415,0,1
53,11,56,0.533,1,0
22,10,44,0.696,1,0
79,9,42,0.28,0,1
35,10,37,0.178,0,0
39,11,51,0.166,1,0
55,12,37,0.699,1,0
55,12,56,0.621,1,1
28,9,22,0.323,0,0
63,13,27,0.23,0,0
50,9,36,0.447,1,1
43,13,40,0.236,0,0
20,6,28,0.405,0,1
29,12,48,0.533,1,1
39,7,26,0.308,0,0
30,12,44,0.571,1,0
31,13,36,0.944,1,1
46,7,25,0.313,0,0
17,12,59,0.429,1,0
40,9,47,0.693,1,0
42,9,17,0.13,0,0
33,9,24,0.69,1,0
33,14,32,0.326,1,1
26,11,29,0.627,1,1
48,16,22,0.835,1,1
41,10,43,0.483,0,1
30,14,24,0.36,1,0
32,10,16,0.667,0,0
37,9,33,0.654,0,1
47,10,69,0.648,1,1
23,14,42,0.721,1,0
50,12,40,0.433,1,1
52,12,41,0.429,1,0
